Sentiment,Strength,Conditions,Comment,Age,Gender,Postal Code 
Opposed,Strongly Opposed,F,This is not the kind of service a truly world class city would ever consider offering  ,,,
Opposed,Strongly Opposed,F,Illegal activity near and around the site Taking space which should be used for parks or urban forest Government once again taking proceeds without lowering taxes or doing something beneficial for TORONTO!!,35-44,Male,M5W
Opposed,Strongly Opposed,T,*  ,55-64,Male,m6a
Opposed,Strongly Opposed,F,"Evidence is that it kills the urban areas around it There are casino's within commuting distance if people really want to go one one.  Niagara Falls, Encourages people to gamble and loose money.",,,
Opposed,Strongly Opposed,T,A casino will bring  more crime to our city. It will diminish our city's positive image. Compulsive gambling is a huge problem.,45-54,Female,
Opposed,Strongly Opposed,T,"Creates the wrong image for the city. I don't want Toronto to be know as ""Las Vegas North"" Toronto is not in a position to support the fallout of gambling addition as well as associated increase substance abuse It will be an eyesore, especially if built downtown",25-34,Female,M4M
Opposed,Strongly Opposed,F,  ,,,
Favour,Somewhat in Favour,F,Location Expanded Gaming at already established casinos ,35-44,Male,L6R
Favour,Strongly in Favour,F,jobs jobs jobs,45-54,Male,m4l
Opposed,Strongly Opposed,T,  ,,,
Opposed,Somewhat Opposed,F,dont believe all the hype about how much money and how little affect on people  ,45-54,Male,
Opposed,Strongly Opposed,T,We don't need or want one. Casino's generally devalue the neighborhood they're in. We don't wan't one.,25-34,Prefer not to disclose,M6J
Opposed,Strongly Opposed,T,affects the community negatively problem gambling amongst individuals leading to social costs This is not a way to finance a city or a province.  We need leaders to be leaders in finding funding solutions that are sustainable and don't rely on gambling to provide needed services.,55-64,Female,M5S
Opposed,Somewhat Opposed,F,Not good for downtown image Encouraging social problems like problem gambling City gets very little revenue,25-34,Male,M2M
Opposed,Strongly Opposed,T,"This is an inappropriate priority for the city to focus on and subsize at this point in its history - there are many more creative proposals for revenue generation that simultaneously benefits the health and wealth of the city without contributing to mental health and addiction problems. I have lived in a city with a casino (Brantford, Ontario) and I have seen the negative contributions it makes to poverty, addiction, and mental health of residents. There are a sufficient number of casinos/gambling venues within 100 km of Toronto, and therefore another one is redundant.",25-34,Female,M5A
Opposed,Strongly Opposed,F,"Economic good has not been demonstrated social cost has been underestimated City's international image not considered, do we want to be known as Las Vegas north?",,,
Opposed,Strongly Opposed,T,"the jobs will be low-skill and low-paying, re-enforcing low-income life keeps people indoors, rather than exploring nature promotes alcoholism",25-34,Female,M6R
Favour,Strongly in Favour,F,Increased jobs increased revenue to the province increased tourism to toronto,25-34,Female,M6P
Opposed,Strongly Opposed,T,See National Post editorial There is no net benefit to anyone but the owner When taking all jobs and social cost into account,65 or older,Male,M4Y
Opposed,Somewhat Opposed,F,"A casino is not the problem - where you put it IS. NO more things in downtown Toronto. Find a location that doesn't cause more gridlock.  The down town core is  a MESS and noone can get anywhere in a car, a cab an in particular on public transit. Too many condos, not enough space. Enough already - we don't need a casino downtown.  You've just allowed an aquarium ...no more please. We have to work here - to pay the taxes we can't afford for services we don't get....at least let us get to work!!!!! Casinos make the landscape look less like a nice city to visit. ",45-54,Female,M4J
Favour,Strongly in Favour,F,revenue world class city requirement entertainment,25-34,Male,m5r
Opposed,Strongly Opposed,T,"the city should invest in a rich array of local and diverse forms of entertainment, arts, and culture, not a casino negative social + economic impact: loss of local businesses; increase in problem gambling, poverty, crime; tax burden negative environmental impact: gridlock; parking; congestion and pollution; lack of public transit and infrastructure",35-44,Female,m6h
Opposed,Strongly Opposed,T,"Gambling is throwing away hard-earned money Gambling can become an addiction and casinos cash in on this vulnerability Accompanying increase of crime (prostitution, drugs, etc.)",65 or older,Male,M5R
Opposed,Strongly Opposed,T,"potential negative effect on other businesses. Casinos tend to ""suck in"" all the business potential around them negative effect on crime in the area. This has been the experience in other cities, in North America and elsewhere design features demanded by casino developers not consistent with city planning and design principles ie, a wall to the street, no windows, large outdoor parking areas",65 or older,Female,M5N
Opposed,Strongly Opposed,T,"Casinos do not draw in tourism to the city where they operate. More locals gamble there than those from outside the area. If more local area residents are spending their money in the casino, that is less for business in the city; even if it is more in the provinces coffers. Las Vegas has been the only ""successful"" casino town because it is just that, a town of almost nothing but casinos.",35-44,Male,M5A
Opposed,Strongly Opposed,T,"casinos create low paying jobs, not good permanent jobs a casino will increase poverty in the city by attracting those already in poverty and encouraging them to spend more money than they have A casino will put more pressure on public services by exacerbating addictions issues and increasing poverty, costing more money in the long run.",25-34,Female,M6C
Favour,Strongly in Favour,F,Waterfront needs a boost Toronto's budget needs a boost It would create jobs,35-44,Female,M4L
Opposed,Somewhat Opposed,F,"I'm not convinced our city government can undertake this to do it properly. The stats in other cities show some harmful outcomes I'm not sure of the ""benefit"" to the city",25-34,Female,M4L
Opposed,Strongly Opposed,T,"Risk to Torontonians of increase addictions, gambling Take business away from established entertainment Family breakdown and more mental illness",,,
Opposed,Strongly Opposed,F,  ,,,
Favour,Strongly in Favour,F,jobs infrastructure entertainment,,,
Opposed,Strongly Opposed,T,Poor use of prime waterfront land Regressive tax on those least able to afford it Creation/facilitation of problem gambling,Prefer not to disclose,Prefer not to disclose,M6H
Opposed,Strongly Opposed,T,"Current Infastructure can't handle increased traffic in downtown core Toronto is a city known for it's arts and culture, a casino whould do nothing more than dilute what the City currently offers The negative social impact that gambling offers outweighs any potential incremental revenue increase",25-34,Male,M5V
Opposed,Strongly Opposed,T,Can't handle the increased traffic and stress on our infrastructure now. Take valuable family/park areas away Let people go to Niagara Falls,55-64,Female,M4R
Opposed,Strongly Opposed,F,The purported benefits of a casino have not been realized in places like Windsor and Niagara Falls (and Atlantic City) - quite the opposite. It will add to the alreday nightmarish congestion in the city. If the Chair of the OLG would not want a casino in his neighbourhood (which says it all) why would I want it in mine?,55-64,Male,M4E
Neutral,Neutral or Mixed Feelings,F,Cost of increased social services versus incremental revenue  ,25-34,Male,M4C
Favour,Strongly in Favour,F,"Transit funding Why not? I don't gamble, but it becomes part of Toronto's entertainment mix. Other cities such as Montreal and Sydney have no problems with one.",45-54,Male,M3J
